Name,Calories,Protein,Carbs,Fat
Whisky,220.0,0.0,0.0,0.0
Kapary,23.0,2.4,4.9,0.9
Przyprawa papryka słodka,289.0,14.8,55.7,13.0
sałata masłowa,13.0,1.4,2.2,0.3
Mleko sojowe,41.0,2.9,3.3,1.7
Oliwa z oliwek - Monini,824.0,0.0,0.0,92.0
Szynka Babuni - Sokołów,97.0,18.0,1.3,2.2
Przyprawa cebula suszona,271.0,11.1,51.1,1.7
Polędwica wieprzowa (wędzona),165.0,19.0,1.0,9.0
Ser żółty Liliput - Serovit,335.0,25.0,0.1,26.0
Bułka z ziarnami,293.0,11.8,46.9,8.7
Jogurt smakowy 7 zbóż - Bakoma,92.0,2.6,14.8,1.5
Tuńczyk w oleju - Lidl,124.0,24.6,0.5,2.8
Granat,83.0,1.7,18.7,1.2
Chleb Złoty Łan - Oskroba,261.0,9.5,45.3,3.6
Jabłko gold,46.0,0.4,10.2,0.4
Dżem niskosłodzony,143.0,0.2,38.3,0.1
Chleb Domowy z ziarnami - Schulstad,304.0,9.9,50.5,6.2
Serek wiejski - Biedronka,99.0,11.0,3.0,5.0
Bułka - Bagietka,288.0,7.9,60.1,1.7
Gołąbki z ryżem i mięsem,108.0,6.7,10.2,5.2
Kurkuma (proszek),354.0,8.0,65.0,10.0
Bułka z dynią - Lidl,216.0,7.0,46.0,1.4
Bułka ciabatta,259.0,8.2,48.8,3.0
Ziemniaki pieczone (z solą),93.0,2.0,21.6,0.1
Olej rzepakowy - Kujawski,900.0,0.0,0.0,100.0
Kiełbasa podwawelska,254.0,17.3,0.9,19.6
Seler naciowy,14.0,0.7,3.0,0.2
Gulasz wieprzowy,186.0,11.3,5.9,14.7
Jogurt naturalny z wapniem - Tola,60.0,4.5,6.0,2.0
Kawa parzona z mlekiem,2.0,0.1,0.0,0.2
Komosa ryżowa - Quinoa (nieugotowana),368.0,14.1,64.2,6.1
Ogórki konserwowe - Dawtona,24.0,1.0,3.7,0.1
Botwina (świeża),22.0,2.2,4.3,0.1
Margaryna Flora,540.0,0.1,0.0,60.0
Fasola szparagowa żółta,31.0,1.8,7.1,0.1
Ćwikła z chrzanem (buraki),44.0,1.6,8.1,0.1
Mieszanka mix Sałat - Fit & Easy,14.0,1.6,1.5,0.1
Oliwki czarne,122.0,0.5,0.0,13.2
Serek z ziołami - Almette,230.0,6.8,5.6,20.0
Kiełki brokuła,57.0,5.0,6.9,0.5
Drożdżówka,371.0,6.0,51.0,16.0
Jajko sadzone na oleju,170.0,10.0,0.7,14.0
Ogórki konserwowe kanapkowe - Nasza Spiżarnia,44.0,0.3,9.7,0.1
Ogórek konserwowy - Nasza Spiżarnia,27.0,0.4,5.4,0.0
Cebula dymka ze szczypiorem (surowa),37.0,1.4,6.9,0.4
Kiełki rzodkiewki,41.0,3.8,3.6,2.5
"Mleko 3,2% tłuszczu Mleczna Dolina - Biedronka",60.0,3.0,4.7,3.2
Krem czekoladowy Nutella,541.0,5.4,62.2,29.7
Ser żółty (pozostałe),347.0,26.0,0.0,27.0
Placki ziemniaczane,231.0,3.6,21.8,14.5
Grejfrut Pomelo,43.0,0.8,10.0,0.2
Makaron z pszenicy durum (ugotowany),156.0,5.2,31.2,0.9
Pieczywo chrupkie żytnie - Tovago,351.0,9.9,72.0,0.9
Sos sojowy,27.0,3.8,2.7,0.1
Tuńczyk w oliwie z oliwek,245.0,21.0,0.9,18.0
Twaróg,90.0,19.0,3.5,0.0
Parówki Berlinki Classic - Morliny,251.0,12.9,2.7,21.0
Jogurt naturalny grecki,60.0,3.6,5.2,2.8
Jogurt naturalny typu greckiego o obniżonej zawartości tłuszczu - Tolonis,74.0,4.4,5.2,4.0
Bulion z kostki rosołowej,8.0,0.6,0.5,1.0
Jogurt naturalny typu greckiego 0% - Piątnica,51.0,8.7,4.1,0.0
Kakao (proszek) - Decomorreno,303.0,23.5,13.0,10.5
Kluski śląskie,155.0,2.0,36.6,0.1
Tost pszenny,293.0,9.0,54.4,4.0
Ketchup łagodny - Pudliszki,148.0,1.0,35.0,0.0
Chleb Kołodziej - Polish Village Bread,252.0,9.8,37.3,7.1
Szynka Klasyczna Sokołowska,93.0,17.0,1.5,2.0
Wołowina (udziec),102.0,21.0,0.0,2.0
Karkówka wieprzowa z grilla,389.0,23.0,0.0,33.0
Chleb chrupki żytni delikatesowy - Wasa,334.0,9.0,60.0,1.5
Masło Polskie - Mlekovita,746.0,1.0,1.0,82.0
Twaróg wiejski chudy - Mlekovita,96.0,20.0,3.5,0.2
Morele,48.0,1.4,11.1,0.4
Herbatniki,439.0,8.2,76.8,11.0
Cukinia gotowana,15.0,1.1,2.7,0.4
Mięso mielone wołowe - Sokołów,254.0,17.0,0.0,20.0
Chleb pszenny,262.0,8.5,54.3,1.4
Rodzynki sułtańskie Bakallino - Biedronka,292.0,2.3,64.0,1.5
Frytki z frytownicy,314.0,3.8,38.0,16.0
Powidła śliwkowe,218.0,1.0,53.0,0.2
Warzywa na patelnię,63.0,2.5,9.1,1.3
Rosół domowy,49.0,5.6,1.2,2.7
Miód wielokwiatowy,319.0,0.3,79.5,0.0
Pasztet z drobiu,149.0,21.9,1.4,5.7
Soczewica (ugotowana bez soli),116.0,9.0,20.1,0.4
Bułka orkiszowa,250.0,8.0,50.0,2.0
Figi suszone,249.0,3.3,63.9,0.9
Melon żółty,36.0,0.5,9.0,0.1
Chleb żytni ze słonecznikiem na naturalnym zakwasie - Biedronka,257.0,6.4,43.4,5.6
Szynka wieprzowa wędzona,120.0,16.0,1.0,6.0
Przyprawa wanilia laska,288.0,0.1,12.7,0.1
Polędwica z indyka w plastrach - Morliny,89.0,16.0,0.8,1.9
Maggi (przyprawa do zup),17.0,2.7,1.5,0.0
Fasola biała gotowana (bez soli),139.0,9.7,25.1,0.4
Grzyb Podgrzybek,49.0,3.6,4.0,0.5
Udo z kurczaka bez skóry (pieczone),130.0,17.3,0.8,6.4
Wołowina (polędwica) surowa,127.0,22.3,0.0,3.5
Groszek mrożony (ugotowany bez soli),78.0,5.2,14.3,0.3
Olej z pestek winogron,884.0,0.0,0.0,100.0
Chleb pszenno żytni wiejski,227.0,6.8,47.0,1.2
Zupa krupnik,92.0,6.8,7.8,4.3
Ptasie mleczko,438.0,2.6,56.2,21.8
"Jogurt naturalny łagodny 1,5% - Bakoma",63.0,5.0,7.3,1.5
Polędwica sopocka,111.0,19.0,1.3,3.3
Kawa Błonnik - Inka,294.0,2.6,49.0,0.1
Mąka pszenna,332.0,11.0,63.0,2.3
Grahamka Lidl,265.0,9.5,48.8,2.1
Chleb pszenno żytni,203.0,5.0,44.0,1.0
Zupa pieczarkowa,65.0,1.6,8.1,2.8
Sos winegret (ocet i olej),449.0,0.0,2.5,50.1
Ser Salami,355.0,25.2,0.1,28.1
Tuńczyk w sosie własnym (konserwa),103.0,24.0,0.0,0.8
Pepsi Cola,43.0,0.1,11.0,0.0
Musli,382.0,9.2,66.5,7.1
Ser żółty wędzony Królewski - Sierpc,359.0,27.0,2.0,27.0
Kopytka,147.0,4.0,32.3,0.7
Ryż Basmati (nieugotowany),351.0,9.0,76.0,1.1
Bajgiel pełnoziarnisty,250.0,10.2,48.9,1.5
Naleśniki z serem,175.0,9.5,24.1,4.7
Kasza jęczmienna - Melvit,334.0,8.4,74.9,2.2
Kefir naturalny 0% - Pilos,34.0,3.6,5.0,0.0
Bułka razowa z ziarnami słonecznika,222.0,7.0,41.0,4.0
Groszek zielony (konserwa),68.0,4.5,11.4,0.8
Czekolada,535.0,7.7,59.4,29.7
Pierogi z mięsem,205.0,11.9,17.1,10.1
Jogurt naturalny - Tola,61.0,4.3,5.2,2.5
Jabłko gotowane (bez skórki),53.0,0.3,13.6,0.4
Szynka babci wędzona Biedronka,93.0,17.0,2.0,2.0
Ziemniaki pieczone,93.0,2.5,21.0,0.1
Śliwki węgierki,46.0,0.7,11.4,0.2
Cukierek Michałek,518.0,10.8,48.6,30.7
Chipsy kukurydziane,488.0,6.2,63.8,22.8
Spaghetti z mięsem i sosem pomidorowym,105.0,4.0,11.0,5.0
Schab (wędzony),136.0,25.0,0.6,4.0
Kiełbasa śląska,214.0,17.9,0.0,16.1
Grapefruit czerwony (owoc),47.0,0.8,10.7,0.1
Ser Feta Favita półtłusty - Mlekovita,189.0,13.0,7.5,12.0
Tuńczyk w sosie własnym - Amerigo,80.0,20.0,0.0,0.5
Kiełbasa szynkowa,162.0,18.0,0.0,10.0
Kiełbasa myśliwska,300.0,27.8,0.0,20.0
Chleb wiejski,243.0,5.3,52.0,1.1
Bułka pszenno-żytnia,280.0,9.8,58.2,2.1
grahamka biedronka,252.0,9.0,56.1,1.7
Omlet dwujajeczny,154.0,10.6,0.6,11.7
Płatki Bran Flakes z otrąb pszennych - Sante,379.0,13.0,79.0,2.8
Cukierki Krówki,398.0,4.2,76.0,10.2
Musztarda sarepska - Kamis,93.0,4.4,7.9,4.0
Pierś z kurczaka bez skóry smażona bez oliwy,175.0,30.4,0.0,4.4
Rosół,49.0,5.6,1.2,2.7
Kurczak brojler (pieczony),153.0,27.1,0.0,5.0
Kurczak (pieczona pierś ze skórą),197.0,30.0,0.0,8.0
Szpinak ugotowany,23.0,3.0,3.8,0.3
Ser Gouda - Serovit,344.0,26.0,1.4,26.0
Papryczka chilli,40.0,1.9,8.8,0.4
Kaszanka,274.0,9.0,14.5,19.5
Kiełbasa,214.0,17.9,0.0,16.1
Groszek zielony,81.0,5.4,14.5,0.4
"Mleko Łaciate 0,5% - Mlekpol",38.0,3.3,5.0,0.5
Chleb pełnoziarnisty - Lidl,210.0,5.8,38.0,1.8
Mleko wiejskie świeże 2% - Piątnica,50.0,3.0,5.0,2.0
Ser królewski,347.0,26.0,1.0,27.0
Musli śniadaniowe z rodzynkami i orzechami laskowymi - Vitanella,369.0,11.2,61.8,8.1
Masło Osełka - Sobik,750.0,0.7,0.4,83.0
Szynka wieprzowa pieczona z tłuszczem,273.0,17.1,0.7,23.0
"Mleko 1,5 % - Tesco",46.0,3.3,4.8,1.5
Płatki jaglane błyskawiczne,356.0,11.0,65.0,4.0
Szynka wieprzowa konserwowa,96.0,14.0,2.0,3.5
Bób gotowany,110.0,7.6,19.7,0.4
Ryba smażona,232.0,15.0,17.0,12.0
Chleb Dobry żytni pełnoziarnisty - Schulstad,239.0,6.1,41.6,5.0
Warzywa na patelnię z ziemniakami - Mroźna Kraina,57.0,2.3,9.5,0.5
Maślanka,40.0,3.3,4.9,1.0
Pierś z indyka bez skóry (pieczona),140.0,30.1,0.0,2.0
Szynka (wędlina),135.0,17.1,0.9,7.0
Płatki owsiane górskie ekstra,367.0,11.9,62.4,7.2
Pączek z marmoladą,340.0,5.9,39.0,18.7
Sezam,572.0,18.0,23.0,50.0
Twaróg półtłusty Mazurski Smak - Mlekpol,119.0,17.0,3.7,4.0
Kakao 10% (proszek) - Wawel,302.0,23.0,14.0,11.0
Winogrona,69.0,0.7,18.1,0.2
Chleb orkiszowy ze słonecznikiem,290.0,9.1,47.4,8.0
Sok wyciskany z pomarańczy,45.0,0.7,10.4,0.2
Surówka z marchwi - Vital Fresh,91.0,1.6,8.2,5.3
Pasztet drobiowy Podlaski - Drosed,181.0,7.0,4.0,15.0
Brukselka,47.0,4.7,8.7,0.5
Pierś z kurczaka (gotowana),151.0,32.9,0.0,2.0
Aromat spożywczy,376.0,50.0,45.0,0.0
Kurczak gotowany - Tarczyński,90.0,18.0,2.5,0.8
Przyprawa do kurczaka,210.0,12.0,25.0,4.5
Kefir naturalny - Robico,43.0,3.1,4.2,1.5
Odżywka Białkowa WPC80,391.0,78.0,14.3,1.0
Kurczak (gotowany),136.0,14.5,0.0,8.8
Mleko migdałowe - Alpro,24.0,0.5,3.0,1.1
Pączek,418.0,5.9,45.6,23.6
Serek śmietankowy - Almette,230.0,7.0,6.0,20.0
Koktajl proteinowy -  Herbalife (proszek),346.0,27.5,38.7,10.2
Żurawina,46.0,0.4,12.2,0.1
Papryka konserwowa,22.0,0.8,4.5,0.4
Majonez light - Hellmann's,280.0,0.6,9.0,27.0
Barszcz czerwony (gotowa zupa),18.0,0.1,4.1,0.1
Mleko odtłuszczone w proszku,351.0,34.0,51.0,1.3
Sernik wiedeński,262.0,11.4,23.4,12.2
Fasolka po bretońsku,155.0,5.5,21.6,5.2
Beza,389.0,3.2,93.0,0.2
Szparagi,20.0,2.2,3.9,0.1
Paluszki (z solą),420.0,8.7,78.9,7.7
Leczo z kiełbasą,83.0,5.9,6.6,4.1
Ser pleśniowy Rokpol pełnotłusty,354.0,22.6,0.0,29.3
Bułka żytnia,310.0,10.0,53.0,5.3
Mięso mielone wieprzowe,264.0,21.0,0.0,20.0
Twaróg chudy kostka - Biedronka,90.0,18.0,3.1,0.5
Twaróg wiejski półtłusty - Piątnica,113.0,15.5,3.8,4.0
Ziemniaki puree (z masłem),132.0,5.1,11.3,7.6
Margaryna Smakowita z masłem,360.0,0.5,0.5,40.0
Chleb słonecznikowy - Lidl,260.0,7.9,39.2,6.6
Owsianka na mleku pełnotłustym (ugotowana),110.0,5.0,16.0,2.7
Pierogi z kapustą i grzybami,191.0,5.0,34.5,3.7
Surówka,93.0,1.2,9.2,5.2
Sos pesto zielony,411.0,4.0,3.0,42.0
Chleb żytni ze słonecznikiem - Just Fit,236.0,7.3,29.1,7.9
Chleb żytni pełnoziarnisty na zakwasie - Oskroba,219.0,5.3,42.0,2.1
Serek homogenizowany waniliowy,100.0,5.2,13.3,2.8
Jogurt Ale owoc! - Danone,94.0,3.9,15.3,1.8
Masło orzechowe - EnerBIO,636.0,27.5,9.5,52.0
Surówka z kiszonej kapusty,73.0,0.8,12.0,2.8
Otręby owsiane - Sante,376.0,17.3,55.7,7.0
Pasztet,325.0,22.1,0.9,25.5
Ryż brązowy (nieugotowany) - Kupiec,354.0,7.0,77.0,2.0
Filet z kurczaka smażony w panierce,268.0,20.0,7.2,19.1
Bulion z kury,87.0,6.8,1.5,9.3
Majonez Kielecki,631.0,1.9,2.2,68.0
Parówki z szynki - Krakus,295.0,16.0,1.5,25.0
"Kawa z mlekiem (4 łyżki mleka 0,5%)",36.0,3.2,4.7,0.5
Polędwica sopocka Kraina Wędlin - Biedronka,97.0,18.0,1.0,2.6
Boczek wędzony,334.0,13.0,0.7,31.0
Sos pesto czerwony,302.0,4.6,8.8,26.7
Parówka drobiowo - wieprzowa - Jedynka,221.0,13.0,0.0,19.0
Kiełbasa z piersi kurczaka - Morliny,190.0,17.9,0.6,13.0
Barszcz ukraiński,32.0,1.2,5.2,0.5
Masło Extra - Mleczna Dolina,744.0,0.7,0.7,82.0
Buraczki zasmażane,90.0,1.9,10.2,5.1
Chleb żytni razowy na zakwasie,196.0,1.2,41.5,4.7
Surówka z buraczków - Marwit,56.0,1.4,5.5,2.7
Syrop klonowy,260.0,0.0,67.0,0.1
Groszek i marchewka mrożone (gotowane bez soli),48.0,3.1,10.1,0.4
Ser Edam,357.0,25.0,1.4,27.8
Chleb Drwalski,280.0,9.0,54.0,4.0
Chleb pełnoziarnisty z siemieniem lnianym,191.0,5.3,29.2,3.4
Twaróg Delikatny 0% naturalny - President,61.0,11.0,4.4,0.0
Polędwica drobiowa,125.0,22.0,2.0,4.0
Świeży sok marchwiowy - Marwit,38.0,0.4,8.7,0.1
Komosa ryżowa - Quinoa (ugotowana),120.0,4.4,21.3,1.9
Wino czerwone półsłodkie,96.0,0.0,5.5,0.0
Dżem 100% owoców truskawka,141.0,0.5,33.4,0.3
Kiełbasa szynkowa z kurczaka,111.0,16.2,0.0,5.0
Jogurt typu greckiego z brzoskwinią i marakują - Piątnica,78.0,7.0,14.4,0.0
"Mleko 1,5% bez laktozy - Pilos",47.0,3.4,4.9,1.5
Przyprawa kolendra (ziarno),298.0,12.4,55.0,17.8
Dorsz smażony,134.0,20.0,0.0,5.6
Fasola szparagowa (gotowana),33.0,2.1,6.8,0.2
Wafle kukurydziane ekstra cienkie (Good Food),379.0,9.6,75.8,2.6
Makaron pełnoziarnisty kokardki Farfalle (nieugotowany),357.0,15.2,68.0,1.3
Płatki orkiszowe błyskawiczne pełnoziarniste - Melvit Szczytno,320.0,11.6,62.4,2.7
Gołąbki w sosie pomidorowym,116.0,7.0,11.0,5.4
Żurek z białą kiełbasą i jajkiem,109.0,5.4,4.9,7.9
Ser pleśniowy lekki,187.0,22.0,0.5,11.0
Mleko ryżowe - Llidl,57.0,0.2,12.0,0.8
Kabanos wieprzowy,328.0,28.0,0.0,24.0
Salami,459.0,22.0,0.3,41.0
Mix sałat z sałatą lodową - Vital Fresh,18.0,0.8,2.4,0.1
Chleb IG o niskim indeksie glikemicznym - ProBody,288.0,12.2,40.8,7.8
Kasza bulgur (ugotowana),109.0,3.8,20.9,0.5
Kurczak (grillowany ze skórką),200.0,28.1,0.0,9.7
Płatki owsiane  górskie - Biedronka,363.0,13.0,60.0,5.7
Chałka,332.0,7.8,59.8,7.0
Kakao z mlekiem (rozpuszczone),77.0,3.5,10.7,2.3
Lody śmietankowe,155.0,3.2,17.2,8.6
Filet z piersi kurczaka (grillowany),123.0,22.0,0.0,4.0
Cukinia grilowana,54.0,1.2,3.3,4.8
Filet wędzony z indyka,117.0,22.0,1.0,2.0
Len mielony - Oleofarm,311.0,32.0,7.0,9.0
Chleb Słowiański - Biedronka,205.0,7.0,42.0,1.0
Wino białe półsłodkie,82.0,0.1,3.1,0.0
Orzechy arachidowe,580.0,25.7,19.2,46.1
Olej migdałowy,884.0,0.0,0.0,100.0
Dżem,156.0,0.4,38.0,0.1
Jogurt  naturalny typu greckiego - Tolonis,125.0,3.8,5.0,10.0
Makaron pełnoziarnisty Penne (ugotowany),157.0,6.9,30.9,0.6
Makaron (ugotowany),144.0,6.0,25.0,3.0
Indyk (udo bez skóry),144.0,19.5,0.0,6.7
Chleb Delikatesowy - Schulstad,253.0,6.5,53.0,1.5
Kabanos,326.0,27.4,0.0,24.3
Papryka czerwona gotowana (bez soli),28.0,0.9,6.7,0.2
Kasza gryczana niepalona (gotowana),111.0,4.3,23.0,0.8
Czerwona fasola - Biedronka,102.0,8.1,12.3,0.6
Soda oczyszczona,0.0,0.0,0.0,0.0
Pesto zielone,401.0,4.7,7.6,38.6
Żółtko jaja kurzego,314.0,15.5,0.3,28.0
Czekolada nadziewana,449.0,3.9,68.8,17.6
Chleb żytni z siemieniem lnianym i ziarnami słonecznika,257.0,7.2,40.0,6.5
Lody,155.0,3.2,17.2,8.6
Olej kokosowy - Extra virgin (nierafinowany),900.0,0.3,0.0,98.0
Margaryna pro-activ - Flora,539.0,0.5,2.5,60.0
Ryż brązowy naturalny,370.0,7.1,76.8,1.9
Chleb wieloziarnisty pszenno-żytni na zakwasie,191.0,7.3,33.2,3.2
Polędwica drobiowa sopocka,93.0,20.4,0.0,1.2
Kasza jaglana (niegotowana),346.0,10.6,69.0,3.8
Migdały w płatkach - Whole Foods - Tesco,604.0,20.0,7.6,52.0
Surówka z kapusty kiszonej - Grześkowiak,73.0,0.8,12.0,2.8
Galaretka z kurczaka,50.0,6.3,0.2,2.6
Pierś z indyka (gotowana),106.0,24.0,0.0,1.0
Chleb razowy bez substancji konserwujących - Tesco,212.0,5.8,41.6,1.8
Kawa z mlekiem (rozpuszczona),47.0,3.0,5.0,2.0
Pizza,223.0,9.8,40.2,2.5
Pieczywo chrupkie,389.0,11.0,74.0,5.0
Makowiec,311.0,6.7,44.8,11.8
Płatki jaglane (nieugotowane),71.0,2.4,12.8,1.3
Szynka surowa wieprzowa,180.0,16.5,4.2,10.3
Zupa grochowa,61.0,3.2,10.0,1.1
Szynka szwarcwaldzka - Lidl,234.0,26.0,1.0,14.0
Tortilla (placek),315.0,6.1,56.0,6.7
Chleb Domowy - Schulstad,269.0,7.4,54.8,1.5
Chleb razowy - Biedronka,235.0,6.8,30.0,7.6
Sos tabasco,12.0,1.3,0.8,0.8
Orzechy ziemne,650.0,24.0,22.0,50.0
Pasztet wieprzowo-wołowy,295.0,19.0,3.4,22.0
Kapusta (ugotowana),23.0,1.3,5.5,0.1
Wino białe półwytrawne,81.0,0.0,3.7,0.0
Makaron razowy (nieugotowany),318.0,13.9,61.2,1.9
Przyprawa Anyż,337.0,18.0,50.0,16.0
Serek wiejski lekki - Delikate,83.0,11.0,3.0,3.0
Herbata czarna (parzona),1.0,0.1,0.1,0.0
Fasolka szparagowa zielona (mrożona) - Poltino,31.0,2.2,3.3,0.2
Jajecznica na maśle z 2 jaj,216.0,12.7,1.4,18.0
Frankfurterki,305.0,11.5,1.7,27.6
Ser Gouda - Światowid,335.0,23.0,0.1,27.0
Bita śmietana,257.0,3.2,12.5,22.2
Mix sałat z sałatą lodową,18.0,0.8,2.4,0.1
Bułka kajzerka wieloziarnista - Lidl,288.0,11.2,48.3,5.0
Szynka konserwowa - Krakus,114.0,17.4,2.0,4.0
Frytki ziemniaczane,252.0,3.0,33.0,12.0
Ogórek korniszon,35.0,1.2,6.4,0.5
Śledź w oleju,304.0,16.4,0.0,26.5
Chleb żytni pełnoziarnisty razowy ze słonecznikiem,227.0,7.3,29.0,7.9
Pomidory w puszce krojone - Tesco,23.0,1.3,3.0,0.5
Frytki z piekarnika,172.0,2.7,28.7,5.2
Chleb chrupki,363.0,8.7,78.9,2.4
Tost z serem i szynką,251.0,13.0,30.0,8.0
szynka wieprzowa,253.0,17.1,0.9,20.3
Indyk pieczony,208.0,28.1,0.0,9.7
Drożdże piekarskie,105.0,8.4,18.1,1.9
Pstrąg pieczony,130.0,24.6,0.0,2.7
Musli tropikalne,370.0,8.9,68.0,6.8
Łosoś grillowany,167.0,10.0,9.0,9.0
Barszcz czerwony domowy,61.0,2.1,6.5,3.0
Smalec,898.0,0.0,0.0,99.5
Wafle ryżowe,243.0,8.9,43.5,4.6
Pierś z kurczaka gotowana na parze,151.0,32.9,0.0,2.0
Sałata mix toskańska,23.0,1.5,3.1,0.2
Napój energetyczny mental - Tiger,46.0,0.0,11.0,0.0
Bułka kajzerka wieloziarnista,289.0,11.2,48.3,5.0
Jajko sadzone bez tłuszczu,166.0,14.0,1.0,12.0
Ser żółty z obniżoną zawartością tłuszczu Hit z Ryk - SM Ryki,237.0,28.0,1.7,13.0
Bułka wieloziarnista - Biedronka,269.0,9.4,46.5,5.1
Szynka z indyka - Biedronka,99.0,22.0,0.8,0.9
Sernik na zimno z owocową galaretką,142.0,4.5,19.2,5.4
Serek z chrzanem - Almette,247.0,6.0,4.0,23.0
Ser  Cheddar pełnotłusty,403.0,24.9,1.3,33.1
Jajka gotowane na twardo,155.0,12.5,1.1,10.6
Serek śmietankowy do kanapek z czosnkiem - Delikate,243.0,6.0,3.0,23.0
Jogurt naturalny kremowy 190g - Tola,70.0,4.4,6.3,3.0
Otręby żytnie,281.0,15.0,26.0,4.3
Kiełbasa żywiecka,324.0,20.3,0.0,26.3
Ser twarogowy chudy - Biedronka,101.0,20.0,4.0,0.5
Polędwica z kurczaka - szynka,98.0,20.0,0.9,1.2
Przyprawa do kurczaka - Knorr,210.0,12.0,25.0,4.5
Jogurt Jogobella 0% owoce leśne - Zott,43.0,4.3,5.0,0.1
Przyprawa pieprz kolorowy,251.0,10.4,63.9,6.4
Bulion warzywny (kostka),290.0,5.7,11.0,28.0
Mix sałat z roszponką - Vital Fresh,16.0,1.0,1.5,0.0
Nasiona Chia - Intenson,486.0,17.0,42.0,31.0
Białko jaja kurzego,48.0,10.9,0.7,0.2
Bułka grahamka z Biedronki,272.0,9.0,56.1,1.7
Twaróg chudy - Cuiavia,91.0,20.0,2.2,0.2
Olej kokosowy - Bio Kokos,820.0,0.0,0.0,90.9
Mleko 2% Mleczna Dolina - Biedronka,48.0,3.0,4.6,2.0
Parówki Sokoliki - Sokołów,186.0,15.5,1.7,13.0
Jogurt naturalny 0% - Bakoma,52.0,5.5,7.6,0.0
Pączek (z lukrem lub cukrem),426.0,5.2,50.8,22.9
Chleb razowy - Polskie Zboża,253.0,8.2,51.2,1.6
Sok malinowy - Hofer,43.0,0.5,11.0,0.5
Serek wiejski naturalny - Pilos,97.0,11.0,2.0,5.0
Kawa 3w1 nescafe classic - Nestle,447.0,2.7,78.0,13.0
Ser  Camembert,263.0,19.3,1.9,19.8
Olej sezamowy,900.0,0.0,0.0,100.0
Gulasz wołowy,78.0,7.5,9.5,1.2
Dorsz gotowany na parze,80.0,19.0,0.0,1.0
Czekoladki Merci,562.0,7.4,49.7,36.3
Baleron,171.0,13.0,0.9,13.0
Dżem 100% owoców czarna porzeczka - Łowicz,151.0,1.0,34.0,0.5
Fasola biała Jaś,135.0,10.0,26.0,0.0
Otręby,245.0,17.0,6.6,7.0
Ser Edamski w plastrach,334.0,25.0,0.1,26.0
Majonez dekoracyjny - Winiary,704.0,1.5,2.9,76.3
Murzynek (ciasto),427.0,7.7,45.0,24.4
Kawa Nescore - Nestle,54.0,3.5,5.1,2.0
Twaróg Wiejski lekki 0% - Piątnica,90.0,19.0,3.5,0.0
Mintaj świeży,92.0,19.4,0.0,1.0
Jogurt Activia pełne ziarna smakowy - Danone,100.0,3.6,15.4,2.5
Naleśniki z dżemem,199.0,6.3,35.2,3.8
Ryż biały długoziarnisty (nieugotowany) - Kupiec,353.0,7.0,79.0,1.0
Parówki,230.0,12.0,0.5,20.0
Kisiel (po przygotowaniu),67.0,0.1,16.6,0.1
Sok marchwiowy,40.0,1.0,9.3,0.2
Pstrąg,141.0,19.9,0.0,6.2
Ser Camembert,357.0,17.0,0.2,32.0
Ryba pieczona,124.0,21.0,0.3,3.6
Drożdżówka z serem,292.0,9.5,48.4,6.1
Tuńczyk kawałki w sosie własnym - Amerigo,80.0,20.0,0.0,0.5
Piwo Żywiec,49.0,0.5,3.8,0.0
Sok jednodniowy jabłkowo-buraczkowy - Viva Natura,38.0,0.6,8.6,0.5
Chleb żytni na naturalnym zakwasie - Lidl,217.0,6.0,42.0,2.3
Kiełbasa biała,264.0,13.9,0.1,22.8
Czekolada gorzka  (60-69% zawartości kakao),579.0,6.1,52.4,38.3
Winogrona ciemne,67.0,0.5,17.6,0.2
Buraczki duszone,81.0,1.6,13.0,3.0
Chleb wielozbożowy pełnoziarnisty,191.0,5.3,31.0,2.8
Margaryna Daria lekka z Omega-3 - Mlekovita,270.0,0.0,0.0,30.0
Bułka grahamka - Biedronka,252.0,9.0,56.1,1.7
Sok malinowy (syrop),213.0,0.0,53.0,0.0
Sos pieczeniowy ciemny,37.0,1.0,6.0,1.0
Ciecierzyca (gotowana bez soli),164.0,8.9,27.4,2.6
Szparagi ugotowane,22.0,2.4,4.1,0.2
Odżywka białkowa Whey protein complex - Olimp,390.0,75.0,7.8,6.5
Bataty (słodkie ziemniaki),86.0,1.6,20.1,0.1
Musli z owocami - Sante,367.0,8.5,71.8,5.0
Kapusta biała zasmażana,72.0,1.3,5.8,4.9
Olej rzepakowy - Auchan,828.0,0.0,0.0,92.0
Jajecznica na boczku z cebulą i pieczarkami,193.0,11.4,1.0,18.0
Chia - szałwia hiszpańska - nasiona Intenson,402.0,23.0,0.5,33.0
Dżem 100% Brzoskwinia,141.0,0.8,33.2,0.2
Zupa Złoty Kurczak (po przyrządzeniu) - Vifon,72.0,1.3,9.1,3.3
Kiełbasa wiejska,275.0,17.0,0.0,23.0
Herbata Torebki - Lipton,4.0,1.0,1.0,0.0
Kiełbasa krakowska,168.0,20.1,0.0,9.7
Pieczywo chrupkie lekkie pszenne - Wasa,360.0,12.0,73.0,2.5
Nasiona Chia - Melvit,450.0,23.0,0.5,33.0
Mięso mielone z indyka,130.0,19.0,0.5,5.8
Kabanos drobiowy,538.0,24.0,4.8,47.0
Piwo Perła,49.0,0.5,4.0,0.0
Kiełbasa grillowa z grilla,251.0,20.5,0.0,18.8
Kiełbasa biała parzona,224.0,12.0,2.3,18.5
